line_slug,Line_Name,citybound_from_station,citybound_to_station,segment_km,citybound_avg_run_minutes,outbound_avg_run_minutes,citybound_avg_scheduled_kmh,outbound_avg_scheduled_kmh,paired_avg_run_minutes,paired_avg_scheduled_kmh,minute_gap,kmh_gap,citybound_observed_segments,outbound_observed_segments,confidence_band
stony_point,Stony Point,Hastings,Tyabb,5.15,4.67,4.67,66.2,66.2,4.67,66.2,0.0,0.0,2721,2403,high
stony_point,Stony Point,Somerville,Baxter,3.843,3.67,3.67,62.9,62.9,3.67,62.9,0.0,0.0,2721,2405,high
stony_point,Stony Point,Morradoo,Bittern,2.288,2.67,2.67,51.5,51.5,2.67,51.5,0.0,0.0,2721,2403,high
stony_point,Stony Point,Crib Point,Morradoo,1.872,2.67,2.67,42.1,42.1,2.67,42.1,0.0,0.0,2721,2403,high
