line_slug,Line_Name,citybound_from_station,citybound_to_station,segment_km,citybound_avg_run_minutes,outbound_avg_run_minutes,citybound_avg_scheduled_kmh,outbound_avg_scheduled_kmh,paired_avg_run_minutes,paired_avg_scheduled_kmh,minute_gap,kmh_gap,citybound_observed_segments,outbound_observed_segments,confidence_band
werribee,Werribee,Werribee,Southern Cross,31.697,32.17,40.0,59.5,47.5,36.08,52.7,7.83,12.0,6,1,low
werribee,Werribee,Hoppers Crossing,Williams Landing,4.465,2.67,3.67,100.5,73.1,3.17,84.6,1.0,27.4,23473,24354,low
werribee,Werribee,Werribee,Hoppers Crossing,4.032,2.67,5.0,90.7,48.4,3.83,63.1,2.33,42.3,23475,24352,low
werribee,Werribee,Westona,Altona,1.385,1.67,2.84,49.9,29.4,2.25,36.9,1.17,20.5,19847,20374,low
werribee,Werribee,Newport,Spotswood,1.335,1.67,2.67,48.1,30.0,2.17,37.0,1.0,18.0,19190,20313,low
werribee,Werribee,Aircraft,Laverton,1.221,1.67,0.67,44.0,109.9,1.17,62.8,1.0,65.9,23476,24362,low
werribee,Werribee,Seddon,Footscray,0.995,1.67,0.77,35.8,83.9,1.22,49.0,0.9,48.1,19187,20315,low
